ime,država,zvrst,leto,status
Cauldron Born,United States,Power,1994,1
Cemetary,Sweden,"Death,Gothic,Doom",1989,3
Cirith Ungol,United States,"Heavy,Doom",1972,1
Jacobs Dream,United States,Power,1994,1
Crematory,Germany,"Death,Gothic,Industrial",1991,1
Cronos,United Kingdom,"Thrash,Power",1987,3
Custard,Germany,Power,1987,1
Dark Half,Mexico,Death,1990,3
Darkmoon,United States,Black,1997,3
Dark Moor,Spain,Power,1993,1
Dawnbringer,United States,"Heavy,Black",1995,1
Deathwish,United Kingdom,Thrash,1983,3
December Moon,United Kingdom,Black,1992,3
Delusive Dream,United States,"Speed,Power",1994,3
Dementia,United States,Thrash,1988,3
Demon,United Kingdom,"NWOBHM,Hard,Rock",1979,1
Destillery,Germany,Heavy,1995,2
Desultory,Sweden,Death,1989,1
Detritus,United Kingdom,Thrash,1989,3
Drecksau,Germany,"Sludge,Doom",1996,3
Sabbat,Japan,"Thrash,Black",1984,1
Earthcorpse,Guernsey,"Death,Doom",1989,3
Ebonylake,United Kingdom,"Black,Gothic",1997,1
Ebony Tears,Sweden,"Melodic,Thrash,Death",1996,3
Eminenz,Germany,"Death,Black",1989,1
Exuviate,United States,Death,1993,5
Wind of the Black Mountains,United States,Black,1992,4
Illnath,Denmark,"Melodic,Symphonic,Black,Death",2000,3
Demolition,Austria,Thrash,1996,1
GravewÃ¼rm,United States,"Death,Black",1992,1
Elegy,Netherlands,"Power,Progressive",1986,2
Eldritch,Italy,"Power,Progressive",1991,1
Nunslaughter,United States,Death,1987,1
Morrigan,Germany,Black,2000,1
Marshall Law,United Kingdom,"Heavy,Power",1987,3
Mayhemic Truth,Germany,Black,1992,5
Anael,Germany,Black,1999,1
Armoured Angel,Australia,"Thrash,Death,Speed",1982,3
Sithlord,Australia,Thrash,1997,2
Forced Entry,United States,"Thrash,Groove",1986,3
Blaze,United Kingdom,Heavy,1999,5
Rebaelliun,Brazil,Death,1998,1
Mystifier,Brazil,"Death,Black",1989,1
Freedom Call,Germany,Power,1998,1
Fates Warning,United States,"Progressive,Power",1984,1
Graveyard Rodeo,United States,"Sludge,Hardcore,Death,Punk,Doom",1979,4
Brutal Truth,United States,"Grindcore,Death",1990,3
Griffin,United States,"Speed,Power",1980,1
Greyhaven,United States,"Progressive,Rock",1996,3
Wongraven,Norway,"Folk,Ambient",1994,3
Hanker,Canada,Heavy,1985,3
Devilyn,Poland,Death,1996,3
Sunn O))),United States,"Drone,Doom",1998,1
Into Eternity,Canada,"Melodic,Death,Progressive",1997,1
Skyfire,Sweden,"Melodic,Death,Power,Progressive",1995,1
Denata,Sweden,"Thrash,Death",1998,1
Absurd,Russia,"Melodic,Death",1996,3
Blackstar,United Kingdom,"Heavy,Hard,Rock",1995,3
Naglfar,Sweden,"Melodic,Black",1992,1
Gates of Ishtar,Sweden,"Melodic,Death",1992,1
Hypocrite,Sweden,"Melodic,Death",1989,3
Flotsam and Jetsam,United States,"Thrash,Power",1984,1
Nifelheim,Sweden,"Thrash,Black",1990,1
Depresy,Slovakia,"Symphonic,Death,Black",1991,1
Impious,Sweden,"Thrash,Death",1994,1
Saxon,United Kingdom,"Heavy,NWOBHM",1978,1
In Thy Dreams,Sweden,"Melodic,Death",1995,3
Holy Knights,Italy,Power,1998,1
Borknagar,Norway,"Viking,Black,Folk,Progressive",1995,1
Thor's Hammer,Poland,Black,1997,3
Merlin,Russia,Death,1992,2
Centinex,Sweden,Death,1990,1
Apocrypha,United States,"Thrash,Power",1987,3
Archetype,United States,"Progressive,Power",1997,1
Archie Bunker,United States,Groove,1995,3
Ark,Norway,Progressive,1990,3
Artch,Norway,"Heavy,Power",1983,1
Artension,United States,Progressive,1996,1
Dislimb,United States,"Death,Brutal",2001,3
Asphyx,Netherlands,"Death,Doom",1987,1
Assassin,Germany,Thrash,1983,1
As Serenity Fades,Finland,"Death,Doom",1992,3
Atomkraft,United Kingdom,"NWOBHM,Speed",1979,1
Attacker,United States,Power,1983,1
Atrocity,Germany,"Death,Technical,Symphonic,Industrial,Gothic,Folk",1985,1
Atrophy,United States,Thrash,1986,1
At War,United States,"Thrash,Speed",1983,1
Avernus,United States,"Death,Doom,Gothic",1992,1
Thorr's Hammer,United States,"Death,Doom",1995,4
Balistik Kick,United States,Power,1988,3
BarÃ³n Rojo,Spain,Heavy,1980,1
Barren Cross,United States,Heavy,1983,1
Beowulf,United States,Heavy,1976,3
Believer,United States,"Technical,Thrash,Progressive",1986,1
Absolute Defiance,Indonesia,"Death,Brutal",2001,3
Belinus,Ireland,"Black,Folk",1995,1
Betrayal,United States,"Thrash,Industrial,Gothic",1988,1
Beyond,United States,Industrial,nan,3
Bloodcum,Netherlands,"Death,Brutal",2001,5
The Beyond,United Kingdom,Progressive,1988,5
Bitches Sin,United Kingdom,"Heavy,NWOBHM",1980,1
Bitter End,United States,Thrash,1985,1
Black Death,United States,Heavy,1977,6
Black Jester,Italy,"Neoclassical,Progressive",1991,1
The Black League,Finland,"Gothic,Rock",1998,3
Sons of Otis,Canada,"Stoner,Doom",1992,1
Dark Funeral,Sweden,Black,1993,1
Portal,Sweden,"Melodic,Death",1996,1
Ghoul,United States,"Thrash,Grindcore,Death",2001,1
Miscreant,Russia,Death,1993,1
Mortem,Russia,"Death,Brutal",1989,3
Metalium,Germany,"Speed,Power",1998,3
Gardenian,Sweden,"Melodic,Death",1996,3
Witchhammer,Norway,"Thrash,Speed,Power",1986,1
Guidance of Sin,Sweden,"Melodic,Death",1994,3
Vicious Rumors,United States,"Heavy,Groove,Power",1979,1
Ravage,United States,"Speed,Power",1995,1
Black Task,United States,"Thrash,Power",1983,3
Blaspheme,France,Heavy,1981,1
Blessed Death,United States,"Thrash,Speed",1984,3
Blind Fury,United Kingdom,NWOBHM,1983,5
Blind Illusion,United States,"Heavy,Thrash,Progressive",1979,1
Blitzkrieg,United Kingdom,"Heavy,NWOBHM",1980,1
Warlock,Germany,Heavy,1983,3
The Blood Divine,United Kingdom,"Doom,Gothic",1995,3
Abhorrence,Finland,Death,1989,4
Cerebus,United States,"Heavy,Power",1984,3
The Bronx Casket Co.,United States,"Gothic,Atmospheric",1998,1
Cacophony,United States,"Neoclassical,Shred,Speed",1986,3
Cadaver Inc,Norway,"Thrash,Death,Black",1999,5
Calhoun Conquer,Switzerland,"Thrash,Progressive",1987,3
Watchtower,United States,"Technical,Thrash,Progressive",1982,1
Cancer,United Kingdom,"Thrash,Death",1987,1
Oratory,Portugal,"Symphonic,Power",1994,3
Ivory Tower,Germany,"Progressive,Power",1996,1
Black Symphony,United States,"Progressive,Power",1992,1
Deviser,Greece,"Melodic,Black",1989,1
Atom God,United Kingdom,"Heavy,Speed",1988,3
Mekong Delta,Germany,"Thrash,Progressive",1985,1
Kalmah,Finland,"Melodic,Death",1998,1
Shadows Fall,United States,"Melodic,Metalcore,Death",1995,1
Nemesis,Sweden,Doom,1982,5
Excel,United States,"Thrash,Crossover",1983,1
Malice,United States,"Heavy,Power",1980,1
Athena,Italy,"Power,Progressive",1991,3
Allegiance,Australia,Thrash,1990,2
Mortal Sin,Australia,Thrash,1985,3
Misanthrope,France,"Melodic,Death,Progressive",1988,1
Misericord,South Africa,"Heavy,Death,Rock",1997,1
Mob Rules,Germany,"Melodic,Power",1994,1
Maze of Torment,Sweden,"Thrash,Death",1995,4
Mutilator,Brazil,"Thrash,Death",1985,3
My Darkest Hate,Germany,Death,1998,1
Belial,Finland,"Punk,Death,Black,Rock",1991,3
Thy Serpent,Finland,"Melodic,Black",1992,1
Solstice,United Kingdom,"Epic,Doom",1990,1
Vulture,Netherlands,Thrash,1983,3
Vital Remains,United States,Death,1988,1
Vulcain,France,Heavy,1981,1
Virus,United Kingdom,Thrash,1986,1
Bloody Gore,Indonesia,"Death,Brutal",1996,5
Torment,Germany,Thrash,1984,1
Vexed,Italy,"Thrash,Death,Black",1996,1
Autopsy Torment,Sweden,Death,1989,2
Apokalyptic Raids,Brazil,"Thrash,Death,Black",1998,1
Sadis Euphoria,United States,"Death,Brutal",2000,3
Fleshtized,United States,"Death,Brutal",1996,3
Amethyst,Netherlands,"Melodic,Death,Black",1996,3
Unpure,Sweden,"Thrash,Speed,Black",1991,1
Putrilage,United States,Death,1999,3
DoomSword,Italy,"Heavy,Epic,Doom",1997,1
Mortuary Drape,Italy,"Death,Black",1986,1
Maple Cross,Finland,Thrash,1985,1
Vendetta,Germany,Thrash,1984,1
Morningstar,Finland,"Heavy,Black",1989,3
Mabus,Germany,Death,1994,1
Murder Rape,Brazil,Black,1992,1
Minotaur,Germany,Thrash,1983,1
Stormwarrior,Germany,"Speed,Power",1998,1
Midwinter,Germany,"Heavy,Symphonic,Black",1998,3
Reverend Bizarre,Finland,Doom,1995,3
Xentrix,United Kingdom,Thrash,1988,1
Brimstone,Sweden,"Melodic,Death,Power",1996,1
Silent Force,Germany,"Power,Rock",1999,1
Legend,Jersey,"Heavy,NWOBHM",1980,1
Wayne,United States,Heavy,2001,3
Steel Warrior,Brazil,Power,1996,1
Alice in Chains,United States,"Heavy,Grunge",1987,1
Adagio,France,"Symphonic,Progressive",2000,1
Domine,Italy,Power,1983,1
Ostrogoth,Belgium,"Heavy,Power",1980,1
Wargasm,United States,Thrash,1986,3
Meliah Rage,United States,"Thrash,Power",1987,1
Wolf,Sweden,Heavy,1995,1
Holocaust,United Kingdom,"Heavy,NWOBHM,Progressive",1977,1
Iron Fire,Denmark,"Heavy,Power",1995,1
Abraxas,Germany,Power,1985,3
Church of Misery,Japan,"Stoner,Doom",1995,1
Count Raven,Sweden,Doom,1989,1
Dismal Euphony,Norway,"Melodic,Gothic,Black",1992,3
Tierra Santa,Spain,"Heavy,Power",1997,1
Warhammer,Germany,"Death,Thrash,Doom",1994,1
Crystal Ball,Switzerland,"Melodic,Power",1998,1
Dew-Scented,Germany,"Thrash,Death",1992,1
Gorgoroth,Norway,Black,1992,1
Eidolon,Canada,"Thrash,Speed,Power",1993,1
Ancient,Norway,"Melodic,Black",1992,1
Satan,United Kingdom,"Heavy,NWOBHM",1979,1
Madrigal,Sweden,"Melodic,Death,Gothic",1998,3
No Return,France,"Thrash,Death",1989,1
Noctuary,United States,Black,1996,1
Orphanage,Netherlands,"Melodic,Death,Gothic",1993,3
Pain,Sweden,"Industrial,Electronic,Rock",1996,1
Cloven Hoof,United Kingdom,"Heavy,NWOBHM,Power",1979,1
Forefather,United Kingdom,"Viking,Black",1997,1
Onslaught,United Kingdom,"Thrash,Hardcore,Punk",1982,1
Antichrist,United Kingdom,"Thrash,Hardcore,Speed,Crossover",1983,3
Ragnarok,United Kingdom,"Black,Pagan,Folk",1988,3
Frozen Shadows,Canada,Black,1995,3
Warrior,United States,"Heavy,Power",1982,1
DBC,Canada,"Thrash,Speed",1985,1
Godflesh,United Kingdom,"Industrial,Experimental",1988,1
Chariot,United Kingdom,"Heavy,NWOBHM",1983,1
Susperia,Norway,"Melodic,Thrash,Black",1999,1
Deeds,United Kingdom,"Heavy,Hard,Rock",1994,4
Mortification,Australia,"Thrash,Death",1990,1
Hecate Enthroned,United Kingdom,"Melodic,Death,Black",1995,1
Old Forest,United Kingdom,Black,1998,1
Airdash,Finland,Thrash,1986,3
Festering Sore,United States,Thrash,1992,2
The Gathering,Netherlands,"Death,Atmospheric,Doom,Rock",1989,2
Tyton,United States,Heavy,1984,3
Pig Destroyer,United States,Grindcore,1997,1
TT Quick,United States,Heavy,1979,1
Tygers of Pan Tang,United Kingdom,NWOBHM,1978,1
Type O Negative,United States,"Doom,Gothic",1990,3
Carnivore,United States,"Thrash,Speed,Crossover",1982,3
Los Natas,Argentina,Stoner,1993,3
Sacred Warrior,United States,"Melodic,Progressive",1986,1
Scar Culture,United States,"Grindcore,Death,Hardcore",1997,3
Morifade,Sweden,Power,1992,3
Blood Red Throne,Norway,Death,1998,1
Megace,Germany,"Thrash,Speed",1988,3
Twin Obscenity,Norway,"Viking,Pagan,Death,Black",1991,3
Morgoth,Germany,"Death,Rock,Industrial",1987,1
Tad Morose,Sweden,"Heavy,Power,Progressive",1991,1
Torchure,Germany,Death,1985,3
The Organization,United States,"Heavy,Hard,Rock",1991,5
Torch,Sweden,Heavy,1979,1
Moon of Sorrow,Netherlands,"various,Doom,Atmospheric",1991,3
Night in Gales,Germany,"Melodic,Thrash,Death",1995,1
Devourment,United States,"Death,Brutal",1995,1
Yattering,Poland,"Death,Technical,Brutal,Hop,Trip,Experimental",1991,3
Skinless,United States,"Death,Brutal",1992,1
Midevil,United States,Heavy,nan,1
Morbid Jester,Germany,"Speed,Power",1988,1
Azmodan,Germany,Black,1997,3
Dark at Dawn,Germany,Power,1993,1
Gomorrah,United States,Black,2001,3
The Berzerker,Australia,"Death,Grindcore,Industrial",1995,3
Eyes of Ligeia,United States,"Death,Doom,Black",1998,1
Deeds of Flesh,United States,"Technical,Death,Brutal",1993,1
Carnage,Sweden,Death,1988,3
Suture,United States,"Death,Brutal",1998,1
Xenomorph,Netherlands,"Death,Progressive",1994,2
Xerxes,Switzerland,Progressive,1986,3
Infliction,United States,"Death,Brutal",1989,3
Prophecy,United States,Death,1991,1
Disgust,France,"Death,Brutal",1991,1
Detrimental,United States,"Death,Brutal",1998,3
Regorge,United Kingdom,"Death,Brutal",1997,3
Mental Horror,Brazil,"Death,Brutal",1993,1
XLR8R,United Kingdom,"Progressive,Power",1989,3
Zaxas,United States,Power,1985,1
Xaal,France,"Fusion,Progressive,Rock",1986,3
Withered Beauty,Sweden,"Melodic,Death,Black",1993,3
Willow Wisp,United States,"Black,Gothic",1987,1
Balance of Power,United Kingdom,"Progressive,AOR,Power",1995,2
Fleshcrawl,Germany,Death,1991,1
Lefay,Sweden,"Thrash,Groove,Power",1997,5
White Zombie,United States,"Heavy,Noise,Groove,Industrial,Rock",1985,3
ShadowKeep,United Kingdom,"Power,Progressive",1999,1
Powergod,Germany,"Speed,Power",1997,3
Mangled,Netherlands,Death,1989,3
Arkhon Infaustus,France,"Death,Black",1997,3
Dies Irae,Poland,Death,1992,3
Sintury,United States,"Death,Brutal",1997,4
Scrambled Defuncts,Russia,"Technical,Death,Brutal",1997,3
Tiamat,Sweden,"Death,Gothic,Doom,Rock",1989,1
Magister Dixit,Canada,"Melodic,Black",1997,1
Limbonic Art,Norway,"Symphonic,Black",1993,1
Howling Syn,Canada,"Gothic,Medieval",1998,2
MÃ¤go de Oz,Spain,"Heavy,Celtic,Power,Hard,Rock,Folk",1989,1
Oz,Finland,Heavy,1977,1
Opera IX,Italy,"Death,Melodic,Doom,Gothic,Black",1988,1
Em Sinfonia,United States,"Death,Doom",1998,2
Penance,United States,Doom,1989,1
Pentacrostic,Brazil,"Death,Doom",1989,1
Acrostichon,Netherlands,Death,1989,1
Dream Death,United States,"Death,Thrash,Doom",1985,1
Iron Cross,United States,Power,1979,1
Inquisicion,Chile,"Heavy,Power,Progressive",1993,1
EvenSong,Hungary,"Symphonic,Gothic",1997,3
Thergothon,Finland,"Death,Funeral,Doom",1990,3
Estuary of Calamity,United States,"Melodic,Death,Black",1992,5
Abscess,United States,"Death,Punk",1994,3
Eternal Solstice,Netherlands,Death,1989,1
Crucifixion,United States,Death,1990,3
Psychotic Waltz,United States,Progressive,1986,1
Necro Schizma,Netherlands,"Death,Doom",1989,3
Aska,United States,Heavy,1990,1
Incantation,United States,Death,1989,1
New Eden,United States,Power,1993,1
Kataklysm,Canada,"Melodic,Death",1991,1
Ved Buens Ende,Norway,Black,1994,3
Root,Czech Republic,"Heavy,Epic,Black",1987,1
Bulldozer,Italy,"Thrash,Speed,Techno,Black",1980,1
Simple Aggression,United States,"Thrash,Progressive",1989,3
Septicflesh,Greece,"Death,Symphonic,Atmospheric",1990,1
Monstrosity,United States,Death,1990,1
Septik,United States,Death,1991,1
Serberus,United States,"Melodic,Death",1998,3
Jesus Anal Penetration,Australia,"Death,Brutal",1996,1
Angelcorpse,United States,"Death,Blackened",1995,1
Internecine,United States,Death,1997,3
Rage,Germany,"Heavy,Speed,Power",1986,1
Infernum,Poland,Black,1992,3
White Skull,Italy,Power,1988,1
Squealer,Germany,"Heavy,Power",1984,1
Svartahrid,Norway,Black,1994,1
MÃ¼tiilation,France,Black,1991,1
Iron Angel,Germany,"Thrash,Speed,Power",1983,1
Messiah,Switzerland,"Thrash,Death",1984,3
Sacramentum,Sweden,"Melodic,Death,Black",1990,3
Sinner,Germany,Heavy,1980,1
Cephalic Carnage,United States,"Technical,Grindcore,Death",1992,1
Risk,Germany,"Thrash,Speed",1986,3
Faithful Breath,Germany,"Heavy,Hard,Progressive,Rock",1967,5
Warrant,Germany,"Speed,Power",1983,1
Possessed,United States,"Thrash,Death",1983,1
Judas Iscariot,United States,Black,1992,3
Decrepit Birth,United States,"Technical,Death",2001,1
Butchery,Sweden,"Death,Brutal",1999,3
Lecherous,United States,"Death,Brutal",2001,3
Black Majesty,Australia,Power,2001,1
Bane of Existence,United States,"Death,Brutal",1998,3
The Mushroom River Band,Sweden,"Stoner,Hard,Rock",1996,3
Aeternus,Norway,"Death,Black",1993,1
Mutiny,Greece,Heavy,1993,3
Mass Murder,Canada,Death,1996,4
Mastermind,United States,Progressive,1986,1
The Prophecy,United Kingdom,"Death,Doom",1999,1
Necromantia,Greece,Black,1989,1
Necronomicon,Germany,Thrash,1984,1
Indungeon,Sweden,"Thrash,Death",1996,3
Morpheus Descends,United States,Death,1992,1
Martire,Australia,"Thrash,Death,Black",1988,1
Masacre,Colombia,Death,1988,1
Zemial,Greece,"Heavy,Thrash,Black,Progressive",1989,1
Agatus,Greece,"Heavy,Black",1992,1
Fecal Corpse,United States,"Goregrind,Death",2000,3
Ravage,Germany,"Thrash,Death",1999,3
Machetazo,Spain,"Grindcore,Death",1994,3
Grinder,Germany,"Thrash,Speed",1984,5
Heir Apparent,United States,"Heavy,Progressive,Power",1983,1
Hades,United States,"Heavy,Thrash,Power",1978,1
Non-Fiction,United States,Heavy,1988,3
Loudness,Japan,Heavy,1981,1
Loudblast,France,"Thrash,Death",1985,1
Radakka,United States,"Power,Progressive",1988,3
Hirilorn,France,Black,1994,3
Hades Almighty,Norway,"Black,Progressive",1998,1
Vermeth,France,Black,2001,1
Abortion Clinic,United States,"Thrash,Crossover",1999,4
Fireaxe,United States,"Power,Progressive",1995,2
Baphomet,Germany,"Thrash,Death",1986,3
Grim Reaper,United Kingdom,"Heavy,NWOBHM",1979,5
Baphomet,United States,Death,1987,1
Chernobog,United States,Black,2001,5
Zarathustra,Germany,Black,1996,2
Thy Majesty,Germany,Black,1993,4
Tourniquet,United States,"Thrash,Heavy",1989,1
Suicidal Tendencies,United States,"Thrash,Crossover",1981,1
Nasty Savage,United States,"Thrash,Speed,Power",1983,1
Nargaroth,Germany,Black,1996,1
Nonexist,Sweden,"Melodic,Thrash,Death",2001,1
Human Bloodfeast,Germany,"Technical,Death",1999,3
Forsaken,Malta,"Epic,Doom",1990,1
Angry Angels,Austria,"Heavy,Power",1999,3
Metal Inquisitor,Germany,Heavy,1998,1
Rebellion,Germany,"Heavy,Power",2001,1
Introitus,Serbia,Black,1995,3
May Result,Serbia,Black,1995,2
Grey Owl,Italy,Progressive,1994,4
Bewitched,Sweden,"Thrash,Black,Power",1995,4
Cross Sodomy,United States,Black,2001,3
NehÃ«mah,France,Black,1992,1
Celestia,France,Black,1995,3
Vlad Tepes,France,Black,1993,3
Maniac Butcher,Czech Republic,Black,1992,1
Faith or Fear,United States,Thrash,1982,1
Hammers Rule,United States,Heavy,1982,3
Mutant,Sweden,"Death,Black",1998,3
Retch,United States,"Goregrind,Death,Brutal",2000,3
Dekapitator,United States,"Thrash,Death",1996,1
Avulsed,Spain,Death,1992,1
Faith No More,United States,"Heavy,Alternative",1982,1
Manticora,Denmark,"Speed,Power,Progressive",1996,1
MÃ¥negarm,Sweden,"Viking,Black,Folk",1995,1
Runic,Spain,"Pagan,Folk",2000,2
Persuader,Sweden,Power,1997,1
Clandestine Blaze,Finland,Black,1998,1
Satanic Warmaster,Finland,Black,1998,1
Veles,Poland,Black,1993,3
Krieg,United States,Black,1995,1
Reign of Terror,United States,Death,1998,1
Tuatha de Danann,Brazil,"Celtic,Folk",1995,1
Windham Hell,United States,"Neoclassical,Progressive",1986,3
Demigod,Finland,Death,1990,1
Sinister,Netherlands,Death,1988,1
Blood Red Angel,Germany,Thrash,1999,3
Gothic Knights,United States,"Heavy,Power",1990,1
Vile,United States,"Melodic,Death,Brutal",1996,1
Spinecast,United States,Death,1996,1
Leukorrhea,United States,"Death,Brutal",2000,1
Alegory,Argentina,"Heavy,Power",1999,3
Lux Occulta,Poland,"Black,Extreme",1994,1
Within Temptation,Netherlands,"Alternative,Symphonic,Rock",1996,1
Warmen,Finland,"Melodic,Neoclassical,Power",2000,1
Blood Vomit,United States,"Death,Brutal",2001,3
Beyond Fatal,United States,"Death,Brutal",1998,2
Lost in Twilight,Finland,"Gothic,Progressive",1994,5
Defender,Netherlands,"Speed,Power",1984,3
Sadus,United States,"Thrash,Technical,Death",1984,1
Luciferion,Sweden,Death,1993,3
Mystic Circle,Germany,"Melodic,Death,Black",1992,1
Transcendence,Canada,"Atmospheric,Progressive",1994,3
Liva,Canada,"Operatic,Classical",1997,1
Elend,France,"Dark,Neoclassical,Ambient",1993,2
Fleurety,Norway,"Black,Progressive",1991,1
Graveworm,Italy,"Melodic,Gothic,Black",1992,1
Grave,Sweden,Death,1988,1
DÃ¦monarch,Portugal,"Melodic,Black",1998,3
Terrorizer,United States,"Grindcore,Death",1987,1
Peccatum,Norway,"Rock,Extreme",1998,3
Vesperian Sorrow,United States,"Symphonic,Black",1997,1
MÃ¶tley CrÃ¼e,United States,"Heavy,Hard,Rock,Glam",1981,3
Storm,Norway,"Viking,Folk",1993,3
Isengard,Norway,"Death,Black,Folk",1989,3
Rakoth,Russia,"Epic,Black,Doom,Folk",1996,1
Primal Fear,Germany,"Speed,Power",1997,1
Dispatched,Sweden,"Melodic,Death,Blackened",1991,2
Divine Empire,United States,"Thrash,Death",1997,4
Deathwitch,Sweden,"Thrash,Black",1995,3
Hin Onde,Finland,"Melodic,Black,Folk",nan,3
Poema Arcanvs,Chile,"Death,Doom",1997,1
LÃ¤Ã¤z Rockit,United States,"Thrash,Power",1982,1
Deranged,Sweden,"Death,Brutal",1991,1
Festering Flesh,Austria,Death,1998,3
Tank,United Kingdom,"Heavy,NWOBHM",1980,6
Budgie,United Kingdom,"Heavy,Hard,Progressive,Rock",1967,2
Pessimist,United States,"Death,Black,Brutal",1993,1
Malleus Maleficarum,France,Black,1997,1
Burning Witch,United States,"Sludge,Drone,Doom",1995,3
HatePlow,United States,Death,1994,1
Lord Gore,United States,"Grindcore,Death",1998,3
Extreme Noise Terror,United Kingdom,"Punk,Grindcore,Death,Crust,Hardcore",1985,1
Thornspawn,United States,Black,1993,1
M.O.D.,United States,"Thrash,Hardcore,Crossover",1986,1
Nightfall,Greece,"Melodic,Death,Gothic,Rock,Black,Doom",1991,1
Godgory,Sweden,"Melodic,Death",1992,3
Lord Belial,Sweden,Black,1992,1
Flaming Anger,Germany,"Thrash,Power",1984,3
Abyssic Hate,Australia,Black,1993,1
Deathrow,Germany,Thrash,1986,3
Imago Mortis,Brazil,Doom,1995,1
Final Breath,Germany,"Thrash,Death",1993,1
